28.34943	0.865	0.524	0.508	0.421
28.39952	0.865	0.523	0.508	0.42
28.44961	0.861	0.524	0.509	0.419
28.49969	0.863	0.524	0.509	0.42
28.54978	0.864	0.524	0.508	0.421
28.59987	0.864	0.525	0.508	0.421
28.64995	0.865	0.525	0.507	0.42
28.70004	0.859	0.524	0.509	0.42
28.75013	0.86	0.525	0.509	0.42
28.80022	0.865	0.525	0.506	0.42
28.8503	0.87	0.523	0.508	0.418
28.90039	0.868	0.523	0.508	0.421
28.95048	0.866	0.523	0.508	0.419
29.00057	0.866	0.522	0.508	0.418
29.05065	0.866	0.522	0.509	0.418
29.10074	0.864	0.523	0.509	0.419
29.15083	0.865	0.52	0.509	0.418
29.20092	0.868	0.523	0.509	0.419
29.251	0.87	0.523	0.51	0.418
29.30109	0.87	0.521	0.508	0.418
29.35118	0.868	0.52	0.51	0.419
29.40126	0.868	0.521	0.51	0.419
29.45135	0.87	0.52	0.51	0.419
29.50144	0.868	0.52	0.51	0.419
29.55153	0.866	0.521	0.512	0.419
29.60161	0.868	0.522	0.511	0.418
29.6517	0.872	0.519	0.511	0.417
29.70179	0.87	0.519	0.512	0.417
29.75188	0.872	0.521	0.512	0.417
29.80196	0.867	0.522	0.511	0.418
29.85205	0.871	0.522	0.513	0.416
29.90214	0.87	0.521	0.51	0.417
29.95223	0.873	0.521	0.511	0.418
30.00231	0.873	0.52	0.512	0.417
30.0524	0.872	0.523	0.512	0.416
30.10249	0.87	0.522	0.512	0.417
30.15257	0.875	0.521	0.512	0.418
30.20266	0.873	0.521	0.513	0.415
30.25275	0.873	0.523	0.511	0.416
30.30284	0.871	0.524	0.512	0.418
30.35292	0.869	0.522	0.511	0.417
30.40301	0.868	0.524	0.511	0.417
30.4531	0.869	0.523	0.51	0.418
30.50319	0.864	0.523	0.511	0.417
30.55327	0.865	0.523	0.51	0.419
30.60336	0.863	0.521	0.51	0.419
30.65345	0.863	0.521	0.509	0.419
30.70354	0.863	0.525	0.509	0.418
30.75362	0.861	0.524	0.508	0.42
30.80371	0.861	0.522	0.51	0.42
30.8538	0.865	0.523	0.509	0.42
30.90388	0.863	0.524	0.51	0.419
30.95397	0.862	0.524	0.509	0.422
31.00406	0.866	0.522	0.508	0.42
31.05415	0.864	0.523	0.508	0.421
31.10423	0.863	0.522	0.507	0.42
31.15432	0.863	0.521	0.508	0.421
31.20441	0.865	0.521	0.509	0.42
31.2545	0.863	0.522	0.508	0.419
31.30458	0.866	0.523	0.508	0.42
31.35467	0.864	0.524	0.508	0.421
31.40476	0.861	0.525	0.508	0.421
31.45485	0.862	0.526	0.508	0.419
31.50493	0.863	0.524	0.507	0.419
31.55502	0.859	0.523	0.509	0.42
31.60511	0.867	0.524	0.508	0.421
31.65519	0.864	0.525	0.507	0.419
31.70528	0.863	0.525	0.509	0.42
31.75537	0.866	0.522	0.508	0.421
31.80546	0.865	0.524	0.508	0.421
31.85554	0.863	0.523	0.509	0.42
31.90563	0.867	0.522	0.508	0.421
31.95572	0.865	0.522	0.507	0.42
32.00581	0.864	0.52	0.509	0.421
32.05589	0.865	0.518	0.51	0.419
32.10598	0.864	0.52	0.507	0.42
32.15607	0.866	0.521	0.508	0.418
32.20616	0.869	0.522	0.509	0.418
32.25624	0.866	0.521	0.51	0.419
32.30633	0.866	0.521	0.509	0.419
32.35642	0.868	0.52	0.511	0.42
32.4065	0.869	0.522	0.511	0.419
32.45659	0.867	0.522	0.51	0.419
32.50668	0.869	0.52	0.51	0.418
32.55677	0.87	0.521	0.511	0.418
32.60685	0.868	0.521	0.511	0.418
32.65694	0.87	0.521	0.512	0.416
32.70703	0.871	0.52	0.511	0.417
32.75712	0.865	0.523	0.511	0.419
32.8072	0.871	0.521	0.511	0.417
32.85729	0.872	0.52	0.511	0.417
32.90738	0.873	0.52	0.511	0.417
32.95747	0.872	0.519	0.511	0.417
33.00755	0.875	0.521	0.512	0.418
33.05764	0.872	0.521	0.511	0.417
